order_date,city,delivery_order_count,paused_time_minutes,speed_time_minutes,transit_time_minutes,delivery_distance_meters,average_retail_price,weekday,product,state
2021-02-18,PORTO ALEGRE,144,2.300890410958904,4.26513698630137,28.023150684931508,3136.082191780822,5.028,3,GASOLINA COMUM,RS
2021-02-18,RIO DE JANEIRO,427,4.372885906040269,8.423400447427293,38.8331096196868,2784.10514541387,5.267,3,GASOLINA COMUM,RJ
2021-02-18,SÃO PAULO,470,15.165362903225807,19.790826612903224,27.78548387096774,2999.3629032258063,4.627,3,GASOLINA COMUM,SP
2021-02-19,CURITIBA,149,2.2683660130718954,6.022222222222222,14.221568627450981,2447.2156862745096,4.662,4,GASOLINA COMUM,PR
2021-02-19,PORTO ALEGRE,177,2.325191256830601,4.194863387978142,25.350765027322403,3158.9398907103823,5.028,4,GASOLINA COMUM,RS
2021-02-19,RIO DE JANEIRO,494,4.58283203125,9.22263671875,39.11267578125,2799.125,5.267,4,GASOLINA COMUM,RJ
2021-02-19,SÃO PAULO,613,8.895101088646967,13.08905132192846,24.86748055987558,2908.5396578538102,4.627,4,GASOLINA COMUM,SP
2021-02-20,CURITIBA,159,1.8805389221556887,5.637844311377245,15.17119760479042,2877.8323353293413,4.662,5,GASOLINA COMUM,PR
2021-02-20,PORTO ALEGRE,218,2.2799559471365636,4.595859030837004,18.131894273127752,3626.1674008810573,5.028,5,GASOLINA COMUM,RS
2021-02-20,RIO DE JANEIRO,601,6.351037037037036,11.211866666666667,105.09531851851851,3054.2933333333335,5.267,5,GASOLINA COMUM,RJ
2021-02-20,SÃO PAULO,662,10.016656976744185,14.563139534883721,23.577936046511628,2883.970930232558,4.627,5,GASOLINA COMUM,SP
2021-02-21,CURITIBA,159,3.0017058823529412,7.149058823529411,12.701705882352941,2491.2,4.94,6,GASOLINA COMUM,PR
2021-02-21,PORTO ALEGRE,172,1.8227840909090909,4.2934090909090905,23.47556818181818,3506.431818181818,5.384,6,GASOLINA COMUM,RS
2021-02-21,RIO DE JANEIRO,695,11.200176211453744,16.814504405286343,26.109008810572686,2966.8006607929515,5.558,6,GASOLINA COMUM,RJ
2021-02-21,SÃO PAULO,669,17.11287323943662,21.240647887323945,26.681957746478872,2925.7676056338028,4.864,6,GASOLINA COMUM,SP
2021-02-22,CURITIBA,104,3.5824107142857144,8.070089285714285,14.363392857142857,12312.32142857143,4.94,0,GASOLINA COMUM,PR
2021-02-22,PORTO ALEGRE,131,2.741194029850746,4.650149253731343,40.983283582089555,3542.2537313432836,5.384,0,GASOLINA COMUM,RS
2021-02-22,RIO DE JANEIRO,421,8.044316239316238,12.721132478632478,36.58188034188034,3150.6773504273506,5.558,0,GASOLINA COMUM,RJ
2021-02-22,SÃO PAULO,431,9.117601809954751,13.476515837104072,27.89081447963801,2847.798642533937,4.864,0,GASOLINA COMUM,SP
2021-02-23,CURITIBA,127,2.126917293233083,6.876616541353384,14.129548872180452,2554.4285714285716,4.94,1,GASOLINA COMUM,PR
2021-02-23,PORTO ALEGRE,146,2.0608724832214764,4.366107382550335,25.37308724832215,3342.4563758389263,5.384,1,GASOLINA COMUM,RS
2021-02-23,RIO DE JANEIRO,407,5.262320185614849,9.530974477958237,38.31879350348028,2772.1484918793503,5.558,1,GASOLINA COMUM,RJ
2021-02-23,SÃO PAULO,432,15.724613686534216,20.022847682119206,155.77022075055189,2872.0883002207506,4.864,1,GASOLINA COMUM,SP
2021-02-24,CURITIBA,120,2.728702290076336,7.104732824427481,15.595496183206107,2633.908396946565,4.94,2,GASOLINA COMUM,PR
2021-02-24,PORTO ALEGRE,139,2.1255944055944056,4.044825174825174,14.838391608391607,3155.4545454545455,5.384,2,GASOLINA COMUM,RS
2021-02-24,RIO DE JANEIRO,439,5.763562231759657,10.038562231759657,401.4044206008584,2896.697424892704,5.558,2,GASOLINA COMUM,RJ
2021-02-24,SÃO PAULO,550,27.611346469622333,33.06935960591133,26.8175697865353,2970.7717569786537,4.864,2,GASOLINA COMUM,SP
2021-02-25,CURITIBA,113,2.414741379310345,7.017241379310345,17.046637931034482,3020.405172413793,4.94,3,GASOLINA COMUM,PR
2021-02-25,PORTO ALEGRE,178,2.675989010989011,4.9108241758241755,47.85164835164835,3179.098901098901,5.384,3,GASOLINA COMUM,RS
2021-02-25,RIO DE JANEIRO,455,6.787544910179641,11.409660678642714,38.669940119760476,2605.0898203592815,5.558,3,GASOLINA COMUM,RJ
2021-02-25,SÃO PAULO,636,47.532342342342346,53.37734234234234,35.69373873873874,3146.5525525525527,4.864,3,GASOLINA COMUM,SP
2021-02-26,CURITIBA,181,4.377093596059113,9.838916256157635,18.031083743842363,2984.8522167487686,4.94,4,GASOLINA COMUM,PR
2021-02-26,PORTO ALEGRE,222,2.584478260869565,5.481999999999999,17.534304347826087,3517.560869565217,5.384,4,GASOLINA COMUM,RS
2021-02-26,RIO DE JANEIRO,580,7.7286093750000004,12.548078125,74.922640625,2824.5140625,5.558,4,GASOLINA COMUM,RJ
2021-02-26,SÃO PAULO,949,27.580647419072616,33.39075240594926,34.45142607174103,3027.350831146107,4.864,4,GASOLINA COMUM,SP
2021-02-27,CURITIBA,184,4.338076923076923,9.168557692307692,15.293365384615385,3000.028846153846,4.9399999999999995,5,GASOLINA COMUM,PR
2021-02-27,PORTO ALEGRE,268,2.4546014492753625,4.656159420289855,16.332789855072466,3345.7608695652175,5.384,5,GASOLINA COMUM,RS
2021-02-27,RIO DE JANEIRO,678,8.313529411764707,13.158522875816994,23.42308496732026,2759.9346405228757,5.558,5,GASOLINA COMUM,RJ
2021-02-27,SÃO PAULO,828,31.678475675675674,37.006302702702705,26.29892972972973,3227.2248648648647,4.864,5,GASOLINA COMUM,SP
2021-02-28,CURITIBA,259,5.86625,10.51452380952381,16.648958333333333,2885.410714285714,5.058,6,GASOLINA COMUM,PR
2021-02-28,PORTO ALEGRE,246,2.1820377358490566,4.621245283018868,179.5476603773585,3617.0943396226417,5.495,6,GASOLINA COMUM,RS
2021-02-28,RIO DE JANEIRO,666,6.566248366013072,11.832575163398692,34.680627450980396,3028.9503267973855,5.775999999999999,6,GASOLINA COMUM,RJ
2021-02-28,SÃO PAULO,816,13.869108695652173,18.340750000000003,54.553000000000004,2781.063043478261,5.021,6,GASOLINA COMUM,SP
2021-03-01,CURITIBA,174,2.7373118279569892,6.579193548387097,17.98037634408602,2747.8924731182797,5.058,0,GASOLINA COMUM,PR
2021-03-01,PORTO ALEGRE,156,2.5549079754601225,4.962515337423313,15.79085889570552,3350.1411042944787,5.495,0,GASOLINA COMUM,RS
2021-03-01,RIO DE JANEIRO,473,6.74984496124031,11.397596899224807,24.48410852713178,2814.9941860465115,5.776,0,GASOLINA COMUM,RJ
2021-03-01,SÃO PAULO,589,51.902132921174655,61.840587326120556,38.335595054095826,2813.338485316847,5.021,0,GASOLINA COMUM,SP
2021-03-02,CURITIBA,148,4.379683544303798,9.174746835443038,17.284556962025317,2665.1139240506327,5.058,1,GASOLINA COMUM,PR
2021-03-02,PORTO ALEGRE,164,2.3520958083832335,4.812395209580838,27.163413173652696,3434.802395209581,5.495,1,GASOLINA COMUM,RS
2021-03-02,RIO DE JANEIRO,458,6.4788367346938776,10.744387755102041,39.76532653061225,2914.7326530612245,5.776,1,GASOLINA COMUM,RJ
2021-03-02,SÃO PAULO,517,16.35983455882353,22.88185661764706,35.323602941176475,2905.1488970588234,5.021,1,GASOLINA COMUM,SP
2021-03-03,CURITIBA,167,3.8327127659574467,8.543617021276596,16.815904255319147,2869.1063829787236,5.058,2,GASOLINA COMUM,PR
2021-03-03,PORTO ALEGRE,171,2.934219653179191,5.484797687861271,15.459999999999999,3085.3468208092486,5.495,2,GASOLINA COMUM,RS
2021-03-03,RIO DE JANEIRO,457,5.128301886792452,9.01132075471698,25.04155136268344,2571.249475890985,5.776,2,GASOLINA COMUM,RJ
2021-03-03,SÃO PAULO,538,15.936765217391303,20.159130434782607,32.64970434782609,2908.8208695652174,5.021,2,GASOLINA COMUM,SP
2021-03-04,CURITIBA,146,2.5919078947368424,6.352631578947369,14.358947368421052,2854.3552631578946,5.058,3,GASOLINA COMUM,PR
2021-03-04,PORTO ALEGRE,173,2.3226857142857145,4.6493142857142855,18.09022857142857,3528.84,5.495,3,GASOLINA COMUM,RS
2021-03-04,RIO DE JANEIRO,443,4.982638297872341,9.549,141.63140425531913,2629.01914893617,5.776,3,GASOLINA COMUM,RJ
2021-03-04,SÃO PAULO,578,21.337072758037223,26.37206429780034,39.52064297800339,3179.642978003384,5.021,3,GASOLINA COMUM,SP
2021-03-05,CURITIBA,169,3.9948704663212435,8.386113989637305,15.24917098445596,3022.984455958549,5.058,4,GASOLINA COMUM,PR
2021-03-05,PORTO ALEGRE,228,2.8346521739130437,5.498956521739131,20.26813043478261,3496.9,5.495000000000001,4,GASOLINA COMUM,RS
2021-03-05,RIO DE JANEIRO,631,6.787833089311859,11.312825768667642,56.779692532942896,2796.696925329429,5.776,4,GASOLINA COMUM,RJ
2021-03-05,SÃO PAULO,950,10.900172910662825,15.874159462055715,26.411402497598463,3075.398655139289,5.021,4,GASOLINA COMUM,SP
2021-03-06,CURITIBA,173,2.176141304347826,6.1608152173913036,21.665978260869565,3167.7934782608695,5.058,5,GASOLINA COMUM,PR
2021-03-06,PORTO ALEGRE,258,2.5978867924528304,4.793094339622642,17.655886792452833,3689.098113207547,5.495,5,GASOLINA COMUM,RS
2021-03-06,RIO DE JANEIRO,671,8.946894736842106,13.512723684210526,47.153171052631585,2686.8105263157895,5.776000000000001,5,GASOLINA COMUM,RJ
2021-03-06,SÃO PAULO,1055,20.987548790007807,25.383122560499608,58.59053083528494,2757.6502732240438,5.021,5,GASOLINA COMUM,SP
2021-03-07,CURITIBA,274,3.984622093023256,9.208023255813954,15.998372093023255,3157.529069767442,5.284,6,GASOLINA COMUM,PR
2021-03-07,PORTO ALEGRE,228,2.5715450643776823,5.1721888412017165,22.069656652360518,3709.9442060085835,5.730999999999999,6,GASOLINA COMUM,RS
2021-03-07,RIO DE JANEIRO,707,8.535354239256678,13.459849012775843,89.8348780487805,2829.5946573751453,5.984,6,GASOLINA COMUM,RJ
2021-03-07,SÃO PAULO,982,7.3621491228070175,12.046201754385965,20.259736842105262,2621.242105263158,5.209,6,GASOLINA COMUM,SP
2021-03-08,CURITIBA,198,3.155733944954129,7.7738532110091745,18.436651376146788,2952.7247706422017,5.284,0,GASOLINA COMUM,PR
2021-03-08,PORTO ALEGRE,185,3.0280104712041886,5.9365445026178,21.77350785340314,3858.30890052356,5.730999999999999,0,GASOLINA COMUM,RS
2021-03-08,RIO DE JANEIRO,561,8.02443365695793,13.012540453074434,28.52556634304207,2921.304207119741,5.984,0,GASOLINA COMUM,RJ
2021-03-08,SÃO PAULO,858,13.58585287846482,17.979029850746265,23.886087420042646,2929.9626865671644,5.209,0,GASOLINA COMUM,SP
2021-03-09,CURITIBA,173,3.0198918918918918,8.182486486486486,19.41118918918919,3125.789189189189,5.284,1,GASOLINA COMUM,PR
2021-03-09,PORTO ALEGRE,177,2.607377049180328,4.944426229508197,27.641311475409836,3623.5464480874316,5.731,1,GASOLINA COMUM,RS
2021-03-09,RIO DE JANEIRO,475,7.634657534246576,11.895499021526419,45.45630136986301,2747.101761252446,5.984,1,GASOLINA COMUM,RJ
2021-03-09,SÃO PAULO,750,12.8432,17.13105806451613,138.916,2676.6670967741934,5.209,1,GASOLINA COMUM,SP
2021-03-10,CURITIBA,201,6.923451327433629,12.580398230088496,16.5170796460177,2911.548672566372,5.284,2,GASOLINA COMUM,PR
2021-03-10,PORTO ALEGRE,202,2.714444444444444,5.089806763285024,18.293864734299518,3944.5169082125603,5.731,2,GASOLINA COMUM,RS
2021-03-10,RIO DE JANEIRO,453,6.382696390658174,10.497473460721869,22.072993630573247,2727.144373673036,5.984,2,GASOLINA COMUM,RJ
2021-03-10,SÃO PAULO,785,11.648365617433413,16.77305084745763,22.528607748184022,2666.2929782082324,5.209,2,GASOLINA COMUM,SP
2021-03-11,CURITIBA,182,3.905846153846154,9.588820512820513,15.012256410256409,3240.923076923077,5.284,3,GASOLINA COMUM,PR
2021-03-11,PORTO ALEGRE,174,2.029715909090909,4.261363636363637,16.851988636363636,3637.125,5.731,3,GASOLINA COMUM,RS
2021-03-11,RIO DE JANEIRO,521,6.2342342342342345,10.970090090090089,44.679027027027026,2817.318918918919,5.984,3,GASOLINA COMUM,RJ
2021-03-11,SÃO PAULO,842,10.021760644418872,18.44487917146145,30.0280667433832,2922.315304948216,5.2090000000000005,3,GASOLINA COMUM,SP
2021-03-12,CURITIBA,261,7.783720136518772,13.965255972696246,18.5401023890785,3312.7098976109214,5.284,4,GASOLINA COMUM,PR
2021-03-12,PORTO ALEGRE,231,3.026401673640167,6.03305439330544,17.812050209205022,3688.351464435146,5.731,4,GASOLINA COMUM,RS
2021-03-12,RIO DE JANEIRO,574,7.328399339933994,12.163003300330033,43.477343234323435,2985.5973597359734,5.984,4,GASOLINA COMUM,RJ
2021-03-12,SÃO PAULO,1181,13.918522167487684,19.84050082101806,32.64270935960591,3090.713464696223,5.209,4,GASOLINA COMUM,SP
2021-03-13,CURITIBA,247,6.272743055555555,11.671805555555556,14.104791666666666,3037.9270833333335,5.284,5,GASOLINA COMUM,PR
2021-03-13,PORTO ALEGRE,245,2.358582995951417,5.314858299595142,18.66502024291498,3595.2591093117408,5.731,5,GASOLINA COMUM,RS
2021-03-13,RIO DE JANEIRO,675,6.896084010840109,11.936964769647696,108.76779132791327,2835.737127371274,5.984,5,GASOLINA COMUM,RJ
2021-03-13,SÃO PAULO,1197,8.415266175266174,12.657764127764127,36.156789516789516,2849.123669123669,5.209,5,GASOLINA COMUM,SP
2021-03-14,CURITIBA,232,3.928217054263566,8.30406976744186,16.85794573643411,4660.480620155039,5.36,6,GASOLINA COMUM,PR
2021-03-14,PORTO ALEGRE,169,1.763559322033898,4.566101694915255,19.899830508474576,3815.0282485875705,5.814,6,GASOLINA COMUM,RS
2021-03-14,RIO DE JANEIRO,695,7.520127713920818,11.736168582375479,124.26137931034484,2860.5721583652617,6.086000000000001,6,GASOLINA COMUM,RJ
2021-03-14,SÃO PAULO,1043,5.543061979648474,9.984338575393155,25.841248843663273,2576.290471785384,5.318,6,GASOLINA COMUM,SP
2021-03-15,CURITIBA,188,4.540289855072464,9.360869565217392,17.366908212560386,3173.623188405797,5.36,0,GASOLINA COMUM,PR
2021-03-15,PORTO ALEGRE,160,4.365337423312883,8.176687116564416,18.8919018404908,3788.0613496932515,5.814,0,GASOLINA COMUM,RS
2021-03-15,RIO DE JANEIRO,562,9.603450920245399,14.908742331288343,22.207530674846623,2678.7960122699387,6.086,0,GASOLINA COMUM,RJ
2021-03-15,SÃO PAULO,844,33.57927374301676,38.53452513966481,37.42341899441341,3324.2480446927375,5.318,0,GASOLINA COMUM,SP
2021-03-16,CURITIBA,202,3.190657276995305,8.51924882629108,16.088826291079812,3014.2065727699533,5.36,1,GASOLINA COMUM,PR
2021-03-16,PORTO ALEGRE,218,3.3749557522123896,6.960973451327434,30.408185840707965,4523.194690265486,5.814,1,GASOLINA COMUM,RS
2021-03-16,RIO DE JANEIRO,539,7.983602058319039,12.57427101200686,26.453104631217837,3033.2315608919384,6.086,1,GASOLINA COMUM,RJ
2021-03-16,SÃO PAULO,924,13.50677720207254,19.56897409326425,34.720818652849744,3637.3088082901554,5.318,1,GASOLINA COMUM,SP
2021-03-17,CURITIBA,212,2.308721461187215,7.294566210045662,15.495753424657535,3291.246575342466,5.36,2,GASOLINA COMUM,PR
2021-03-17,PORTO ALEGRE,164,3.7762790697674418,7.060872093023256,31.931627906976743,4500.366279069767,5.814,2,GASOLINA COMUM,RS
2021-03-17,RIO DE JANEIRO,491,5.881444652908067,10.12748592870544,84.18649155722326,3137.8630393996245,6.086,2,GASOLINA COMUM,RJ
2021-03-17,SÃO PAULO,952,18.786463536463536,24.726303696303695,63.69005994005994,3858.352647352647,5.318,2,GASOLINA COMUM,SP
2021-03-18,CURITIBA,247,3.3702325581395347,8.315077519379845,16.961162790697674,3108.0348837209303,5.36,3,GASOLINA COMUM,PR
2021-03-18,PORTO ALEGRE,211,4.885520361990951,9.957828054298641,25.50597285067873,4400.4524886877825,5.814,3,GASOLINA COMUM,RS
2021-03-18,RIO DE JANEIRO,548,8.289420783645657,12.797751277683135,36.799965928449744,3054.487223168654,6.086,3,GASOLINA COMUM,RJ
2021-03-18,SÃO PAULO,1057,17.97274021352313,24.266201067615658,51.48692170818506,3226.433274021352,5.318,3,GASOLINA COMUM,SP
2021-03-19,CURITIBA,260,4.645166051660516,10.002767527675276,17.878228782287824,3135.457564575646,5.36,4,GASOLINA COMUM,PR
2021-03-19,PORTO ALEGRE,270,3.1077777777777778,6.38168458781362,25.60043010752688,3766.935483870968,5.814,4,GASOLINA COMUM,RS
2021-03-19,RIO DE JANEIRO,636,10.389078014184397,14.808780141843972,28.64655319148936,3031.7290780141843,6.086,4,GASOLINA COMUM,RJ
2021-03-19,SÃO PAULO,1405,20.22109079033312,26.527073807968645,80.32522534291313,3396.829523187459,5.318,4,GASOLINA COMUM,SP
2021-03-20,CURITIBA,273,4.057302631578947,8.53486842105263,16.255953947368422,3181.5888157894738,5.36,5,GASOLINA COMUM,PR
2021-03-20,PORTO ALEGRE,284,2.86097972972973,5.844628378378379,251.10760135135132,3807.983108108108,5.814,5,GASOLINA COMUM,RS
2021-03-20,RIO DE JANEIRO,764,8.048382352941177,12.697692307692307,25.241323529411765,3167.891402714932,6.086,5,GASOLINA COMUM,RJ
2021-03-20,SÃO PAULO,1366,16.60263604240283,22.274925795053004,73.62958303886926,3562.4296819787987,5.318,5,GASOLINA COMUM,SP
2021-03-21,CURITIBA,328,4.886702127659575,9.984335106382979,16.63311170212766,3308.843085106383,5.337,6,GASOLINA COMUM,PR
2021-03-21,PORTO ALEGRE,240,2.1195884773662548,4.928436213991769,18.244773662551438,3524.8765432098767,5.711,6,GASOLINA COMUM,RS
2021-03-21,RIO DE JANEIRO,692,6.127953667953668,10.735096525096525,27.055328185328182,2941.996138996139,6.131,6,GASOLINA COMUM,RJ
2021-03-21,SÃO PAULO,1160,10.266900337837837,15.694628378378377,30.974451013513512,3191.876689189189,5.308,6,GASOLINA COMUM,SP
2021-03-22,CURITIBA,231,15.88913223140496,23.07293388429752,14.020826446280992,2806.5413223140495,5.337,0,GASOLINA COMUM,PR
2021-03-22,PORTO ALEGRE,191,3.7278061224489796,7.621938775510205,19.15010204081633,3781.841836734694,5.711,0,GASOLINA COMUM,RS
2021-03-22,RIO DE JANEIRO,462,6.890881763527054,11.717354709418839,104.39378757515031,2923.763527054108,6.131,0,GASOLINA COMUM,RJ
2021-03-22,SÃO PAULO,828,19.17076124567474,28.645570934256053,162.28476355247983,4250.168396770473,5.308,0,GASOLINA COMUM,SP
2021-03-23,CURITIBA,208,2.9472350230414746,8.590921658986176,17.913087557603685,3119.0552995391704,5.337,1,GASOLINA COMUM,PR
2021-03-23,PORTO ALEGRE,173,2.2763428571428572,4.3016,25.86514285714286,3584.714285714286,5.711,1,GASOLINA COMUM,RS
2021-03-23,RIO DE JANEIRO,464,7.90953722334004,18.586700201207243,27.26010060362173,3097.7323943661972,6.131,1,GASOLINA COMUM,RJ
2021-03-23,SÃO PAULO,1109,14.676332453825859,23.28764291996482,87.44542656112577,3021.220756376429,5.308,1,GASOLINA COMUM,SP
2021-03-24,CURITIBA,188,8.56510101010101,15.453383838383838,15.668131313131314,3214.030303030303,5.337,2,GASOLINA COMUM,PR
2021-03-24,PORTO ALEGRE,127,1.9880303030303033,4.946818181818182,472.8597727272727,3253.6060606060605,5.711,2,GASOLINA COMUM,RS
2021-03-24,RIO DE JANEIRO,500,10.80976320582878,17.273114754098362,22.8763752276867,3275.664845173042,6.131,2,GASOLINA COMUM,RJ
2021-03-24,SÃO PAULO,1061,32.53477460901564,40.02114075436983,30.406154553817846,3117.2189512419504,5.308,2,GASOLINA COMUM,SP
2021-03-25,CURITIBA,224,19.74839826839827,26.985151515151514,16.824978354978356,3239.5411255411254,5.337,3,GASOLINA COMUM,PR
2021-03-25,PORTO ALEGRE,217,6.8893273542600895,9.879999999999999,19.042825112107625,3675.2107623318384,5.711,3,GASOLINA COMUM,RS
2021-03-25,RIO DE JANEIRO,506,7.532590579710145,12.86626811594203,85.31621376811593,3053.978260869565,6.131,3,GASOLINA COMUM,RJ
2021-03-25,SÃO PAULO,1153,21.442303797468355,28.425265822784812,37.70356962025317,3424.2835443037975,5.308,3,GASOLINA COMUM,SP
2021-03-26,CURITIBA,285,10.341278688524591,15.806491803278687,19.750098360655738,3281.9409836065574,5.337,4,GASOLINA COMUM,PR
2021-03-26,PORTO ALEGRE,294,3.116019736842105,5.940855263157895,187.73404605263158,3459.9868421052633,5.711,4,GASOLINA COMUM,RS
2021-03-26,RIO DE JANEIRO,784,10.849233490566037,16.054268867924527,208.5707075471698,3070.669811320755,6.130999999999999,4,GASOLINA COMUM,RJ
2021-03-26,SÃO PAULO,1470,27.659612860892388,32.361988188976376,37.415564304461945,2874.946850393701,5.308,4,GASOLINA COMUM,SP
2021-03-27,CURITIBA,313,18.03776811594203,25.126753623188403,21.933739130434784,3530.336231884058,5.337,5,GASOLINA COMUM,PR
2021-03-27,PORTO ALEGRE,322,4.483727272727273,8.605333333333334,20.82078787878788,3899.769696969697,5.711,5,GASOLINA COMUM,RS
2021-03-27,RIO DE JANEIRO,988,34.25191433566434,41.8343006993007,121.98804195804196,3184.2333916083917,6.131,5,GASOLINA COMUM,RJ
2021-03-27,SÃO PAULO,1449,26.919416890080427,33.673800268096514,73.88174262734584,2772.8552278820375,5.308,5,GASOLINA COMUM,SP
2021-03-28,CURITIBA,310,12.949774647887324,18.806901408450702,19.565549295774648,3857.112676056338,5.227,6,GASOLINA COMUM,PR
2021-03-28,PORTO ALEGRE,211,2.5751851851851852,5.268240740740741,233.5910185185185,3550.6574074074074,5.475,6,GASOLINA COMUM,RS
2021-03-28,RIO DE JANEIRO,773,8.511978922716628,13.538091334894615,28.467423887587824,3002.3524590163934,6.102,6,GASOLINA COMUM,RJ
2021-03-28,SÃO PAULO,1264,4.949327146171694,9.531345707656612,87.6582675947409,2690.30626450116,5.237,6,GASOLINA COMUM,SP
2021-03-29,CURITIBA,265,42.47323741007194,49.88863309352518,25.265755395683453,5207.651079136691,5.227,0,GASOLINA COMUM,PR
2021-03-29,PORTO ALEGRE,136,9.554379562043795,12.564160583941606,17.17160583941606,3604.6131386861316,5.475,0,GASOLINA COMUM,RS
2021-03-29,RIO DE JANEIRO,663,76.53678899082568,92.81199213630407,43.613184796854526,3539.3276539973785,6.102,0,GASOLINA COMUM,RJ
2021-03-29,SÃO PAULO,972,45.14242273180459,54.24703888334995,72.28803589232302,3225.1994017946163,5.237,0,GASOLINA COMUM,SP
2021-03-30,CURITIBA,263,37.95936842105263,55.11631578947368,34.685298245614035,3890.0877192982457,5.227,1,GASOLINA COMUM,PR
2021-03-30,PORTO ALEGRE,186,2.782198952879581,5.223298429319372,39.55094240837696,3486.502617801047,5.475,1,GASOLINA COMUM,RS
2021-03-30,RIO DE JANEIRO,814,72.30640706126688,92.26795430944964,28.614195223260644,3343.599169262721,6.102,1,GASOLINA COMUM,RJ
2021-03-30,SÃO PAULO,1138,21.4854974271012,27.09694682675815,56.53775300171527,2772.3224699828475,5.237,1,GASOLINA COMUM,SP
2021-03-31,CURITIBA,266,39.97334507042254,48.08426056338028,31.197887323943664,3978.394366197183,5.227,2,GASOLINA COMUM,PR
2021-03-31,PORTO ALEGRE,209,4.638104265402844,8.821943127962086,45.54374407582938,3460.099526066351,5.475,2,GASOLINA COMUM,RS
2021-03-31,RIO DE JANEIRO,860,30.43253125,41.086656250000004,41.287166666666664,3552.709375,6.102,2,GASOLINA COMUM,RJ
2021-03-31,SÃO PAULO,1317,19.109147516679023,26.060926612305412,78.42949592290586,2851.4899925871014,5.237,2,GASOLINA COMUM,SP
2021-04-01,CURITIBA,263,38.837789855072465,47.80960144927536,47.53507246376812,4174.31884057971,5.227,3,GASOLINA COMUM,PR
2021-04-01,PORTO ALEGRE,209,3.154158878504673,6.699719626168224,82.46046728971963,3640.6728971962616,5.475,3,GASOLINA COMUM,RS
2021-04-01,RIO DE JANEIRO,964,27.68201537147737,43.539111870196415,158.2076515798463,3690.6874466268146,6.102,3,GASOLINA COMUM,RJ
2021-04-01,SÃO PAULO,1400,31.67893572909468,41.41194885970974,70.1375397373877,3258.9820317899103,5.237,3,GASOLINA COMUM,SP
2021-04-02,CURITIBA,263,14.136285714285714,21.427357142857144,38.64096428571428,7817.317857142857,5.227,4,GASOLINA COMUM,PR
2021-04-02,PORTO ALEGRE,167,3.887183908045977,8.258563218390805,1134.1403448275862,3856.603448275862,5.475,4,GASOLINA COMUM,RS
2021-04-02,RIO DE JANEIRO,879,22.72570545829042,28.79577754891864,159.33269824922758,3218.878475798146,6.102,4,GASOLINA COMUM,RJ
2021-04-02,SÃO PAULO,1396,29.19027027027027,34.03182952182952,90.12104643104642,3092.7567567567567,5.237,4,GASOLINA COMUM,SP
2021-04-03,CURITIBA,266,17.709202898550725,25.096123188405794,32.20884057971014,4514.880434782609,5.227,5,GASOLINA COMUM,PR
2021-04-03,PORTO ALEGRE,234,3.2145454545454544,6.93305785123967,53.796404958677684,3937.938016528926,5.475,5,GASOLINA COMUM,RS
2021-04-03,RIO DE JANEIRO,925,11.813028515240905,19.022822025565386,37.575024582104234,3338.873156342183,6.102,5,GASOLINA COMUM,RJ
2021-04-03,SÃO PAULO,1402,22.733661087866107,27.79273361227336,96.23432357043235,3055.6297071129707,5.237,5,GASOLINA COMUM,SP
2021-04-04,CURITIBA,164,3.2045505617977526,7.946179775280899,15.159438202247191,3414.2134831460676,5.161,6,GASOLINA COMUM,PR
2021-04-04,PORTO ALEGRE,210,1.8439170506912441,4.3742857142857146,88.78271889400921,3453.230414746544,5.531,6,GASOLINA COMUM,RS
2021-04-04,RIO DE JANEIRO,855,7.172321814254859,12.056198704103673,48.85051835853132,3147.1047516198705,6.007,6,GASOLINA COMUM,RJ
2021-04-04,SÃO PAULO,1209,10.896585956416466,14.462380952380952,35.315173527037935,2805.724778046812,5.223,6,GASOLINA COMUM,SP
2021-04-05,CURITIBA,148,3.5031612903225806,8.517548387096774,16.771548387096775,3302.1290322580644,5.161,0,GASOLINA COMUM,PR
2021-04-05,PORTO ALEGRE,116,1.6915254237288135,4.026271186440678,43.77584745762712,3173.084745762712,5.531,0,GASOLINA COMUM,RS
2021-04-05,RIO DE JANEIRO,573,24.886802507836993,33.32615987460815,97.2960815047022,3648.923197492163,6.007,0,GASOLINA COMUM,RJ
2021-04-05,SÃO PAULO,816,26.549917257683216,31.05437352245863,46.15776595744681,3590.2139479905436,5.222999999999999,0,GASOLINA COMUM,SP
2021-04-06,CURITIBA,154,10.328301886792453,16.88201257861635,36.79,3452.2012578616354,5.161,1,GASOLINA COMUM,PR
2021-04-06,PORTO ALEGRE,140,3.6088194444444444,6.773402777777778,76.64284722222222,3723.0694444444443,5.531,1,GASOLINA COMUM,RS
2021-04-06,RIO DE JANEIRO,522,12.997643884892085,18.026654676258993,121.63401079136689,3483.4748201438847,6.007,1,GASOLINA COMUM,RJ
2021-04-06,SÃO PAULO,824,16.28675458715596,23.278337155963303,63.87584862385321,3075.243119266055,5.223,1,GASOLINA COMUM,SP
2021-04-07,CURITIBA,133,2.6185714285714288,7.716530612244897,36.290136054421765,3614.4353741496598,5.161,2,GASOLINA COMUM,PR
2021-04-07,PORTO ALEGRE,174,2.8225988700564972,5.758361581920904,27.627909604519772,3622.909604519774,5.531,2,GASOLINA COMUM,RS
